Row,Best_Algorithm
444,6
445,2
446,4
447,3
448,4
449,1
450,5
451,5
452,2
453,6
454,5
455,3
456,6
457,7
458,7
459,5
460,3
461,5
462,7
463,4
464,6
465,5
466,2
467,2
468,4
469,7
470,7
471,3
472,5
473,7
474,4
475,5
476,5
477,4
478,6
479,5
480,5
481,4
482,3
483,5
484,5
485,1
486,7
487,7
488,3
489,2
490,1
491,5
492,7
493,7
494,5
495,7
496,5
497,5
498,5
499,5
500,5
501,5
502,5
503,5
504,5
505,5
506,6
507,5
508,1
509,5
510,2
511,2
512,1
513,3
514,5
515,5
516,5
517,7
518,3
519,7
520,5
521,1
522,5
523,5
524,5
525,5
526,7
527,5
528,7
529,1
530,5
531,7
532,5
533,5
534,2
535,7
536,7
537,5
538,3
539,6
540,4
541,5
542,3
543,5
544,7
545,7
546,5
547,7
548,7
549,5
550,2
551,2
552,5
553,5
554,6
555,5
556,5
557,5
558,5
559,5
560,5
561,5
562,5
563,5
564,1
565,5
566,5
567,5
568,5
569,2
570,5
571,1
572,5
573,4
574,1
575,5
576,7
577,7
578,5
579,5
580,3
581,5
582,5
583,5
584,2
585,2
586,5
587,3
588,6
589,5
590,5
591,5
592,5
593,5
594,6
595,5
596,5
597,7
598,3
599,3
600,7
601,3
602,5
603,1
604,5
605,2
606,4
607,7
608,1
609,3
610,6
611,7
612,5
613,5
614,3
615,4
616,5
617,5
618,1
619,2
620,3
621,5
622,5
623,5
624,6
625,5
626,5
627,5
628,5
629,5
630,6
631,5
632,4
633,7
634,7
635,1
636,1
637,6
638,6
639,4
640,1
641,5
642,5
643,5
644,5
645,5
646,4
647,7
648,2
649,7
650,4
651,5
652,6
653,7
654,7
655,5
656,7
657,5
658,4
659,5
660,2
661,5
662,7
663,7
664,7
665,6
666,5
667,7
668,5
669,2
670,5
671,4
672,5
673,6
674,5
675,5
676,2
677,5
678,5
679,1
680,7
681,6
682,2
683,7
684,5
685,6
686,5
687,6
688,7
689,5
690,4
691,3
692,6
693,7
694,5
695,5
696,6
697,5
698,5
699,5
700,1
701,2
702,5
703,5
704,4
705,7
706,6
707,5
708,5
709,5
710,5
711,6
712,6
713,7
714,5
715,6
716,3
717,5
718,7
719,5
720,5
721,5
722,5
723,4
724,4
725,6
726,7
727,5
728,7
729,7
730,3
731,6
732,7
733,5
734,6
735,6
736,5
737,5
738,2
739,5
740,1
741,5
742,5
743,7
744,6
745,5
746,5
747,3
748,5
749,5
750,5
751,5
752,5
753,5
754,5
755,2
756,4
757,4
758,5
759,5
760,5
761,6
762,5
763,4
764,5
765,4
766,1
767,6
768,6
769,1
770,5
771,5
772,6
773,6
774,5
775,5
776,5
777,7
778,7
779,1
780,6
781,2
782,5
783,5
784,5
785,6
786,5
787,5
788,5
789,5
790,5
791,1
792,5
793,3
794,5
795,1
796,7
797,5
798,5
799,5
800,5
801,6
802,7
803,5
804,3
805,3
806,5
807,5
808,5
809,4
810,4
811,7
812,5
813,5
814,4
815,5
816,5
817,5
818,7
819,5
820,6
821,7
822,3
823,1
824,5
825,7
826,5
827,5
828,5
829,7
830,5
831,1
832,5
833,7
834,4
835,5
836,5
837,3
838,3
839,5
840,7
841,2
842,2
843,7
844,6
845,7
846,5
847,5
848,3
849,5
850,5
851,5
852,5
853,5
854,5
855,5
856,2
857,5
858,3
859,7
860,5
861,5
862,4
863,7
864,5
865,5
866,5
867,5
868,5
869,5
870,5
871,5
872,2
873,1
874,5
875,5
876,1
877,5
878,5
879,5
880,5
881,5
882,5
883,7
884,5
885,5
886,6
887,7
888,6
889,5
890,6
891,3
892,5
893,7
894,5
895,1
896,5
897,7
898,5
899,7
900,3
901,4
902,5
903,5
904,5
905,1
906,5
907,4
908,3
909,5
910,7
911,7
912,3
913,7
914,1
915,7
916,6
917,7
918,5
919,5
920,6
921,5
922,1
923,6
924,5
925,5
926,3
927,6
928,7
929,5
930,5
931,5
932,5
933,1
934,5
935,5
936,5
937,5
938,1
939,1
940,7
941,5
942,7
943,4
944,4
945,7
946,7
947,7
948,5
949,5
950,5
951,5
952,5
953,5
954,5
955,1
956,4
957,5
958,5
959,2
960,3
961,7
962,7
963,7
964,7
965,7
966,7
967,1
968,6
969,2
970,7
971,5
972,5
973,5
974,1
975,7
976,5
977,5
978,5
979,6
980,5
981,5
982,7
983,7
984,5
985,5
986,6
987,4
988,1
989,5
990,7
991,5
992,5
993,6
994,5
995,5
996,5
997,6
998,6
999,1
1000,7
1001,6
1002,2
1003,5
1004,5
1005,3
1006,5
1007,5
1008,5
1009,7
1010,2
1011,5
1012,1
1013,1
1014,4
1015,7
1016,1
1017,5
1018,5
1019,5
1020,7
1021,5
1022,5
1023,7
1024,7
1025,5
1026,5
1027,1
1028,3
1029,5
1030,5
1031,2
1032,2
1033,7
1034,1
1035,3
1036,4
1037,3
1038,6
1039,5
1040,1
1041,7
1042,4
1043,5
1044,6
1045,5
1046,2
1047,5
1048,1
1049,1
1050,5
1051,1
1052,7
1053,4
1054,5
1055,5
1056,5
1057,5
1058,5
1059,2
1060,5
1061,7
1062,2
1063,1
1064,2
1065,7
1066,3
1067,2
1068,5
1069,5
1070,3
1071,5
1072,5
1073,1
1074,7
1075,5
1076,7
1077,4
1078,5
1079,5
1080,5
1081,7
1082,5
1083,5
1084,7
1085,5
1086,5
1087,7
1088,6
1089,5
1090,5
1091,1
1092,5
1093,1
1094,7
1095,5
1096,7
1097,5
1098,5
1099,5
1100,5
1101,6
1102,5
1103,6
1104,5
1105,5
1106,4
1107,7
1108,5
1109,5
1110,1
1111,7
1112,3
1113,7
1114,1
1115,7
1116,5
1117,5
1118,5
1119,5
1120,7
1121,3
1122,5
1123,5
1124,5
1125,6
1126,5
1127,7
1128,5
1129,5
1130,7
1131,7
1132,6
1133,2
1134,4
1135,5
1136,5
1137,5
1138,5
1139,5
1140,4
1141,5
1142,5
1143,7
1144,1
1145,3
1146,5
1147,7
1148,1
1149,7
1150,7
1151,5
1152,1
1153,5
1154,1
1155,5
1156,5
1157,3
1158,5
1159,5
1160,4
1161,2
1162,5
1163,7
1164,7
1165,7
1166,1
1167,7
1168,5
1169,2
1170,5
1171,7
1172,5
1173,7
1174,5
1175,5
1176,5
1177,6
1178,6
1179,1
1180,5
1181,5
1182,4
1183,1
1184,5
1185,5
1186,5
1187,7
1188,5
1189,6
1190,5
1191,2
1192,5
1193,7
1194,5
1195,4
1196,3
1197,4
1198,1
1199,7
1200,4
1201,5
1202,7
1203,7
1204,2
1205,5
1206,5
1207,5
1208,1
1209,5
1210,5
1211,7
1212,7
1213,7
1214,1
1215,3
1216,1
1217,4
1218,7
1219,1
1220,7
1221,5
1222,5
1223,3
1224,6
1225,1
1226,5
1227,5
1228,5
1229,3
1230,5
1231,6
1232,7
1233,1
1234,3
1235,5
1236,2
1237,6
1238,1
1239,7
1240,4
1241,5
1242,7
1243,5
1244,6
1245,1
1246,1
1247,5
1248,1
1249,1
1250,5
1251,5
1252,5
1253,5
1254,5
1255,3
1256,4
1257,5
1258,7
1259,5
1260,5
1261,5
1262,5
1263,5
1264,7
1265,7
1266,5
1267,5
1268,2
1269,4
1270,3
1271,4
1272,5
1273,1
1274,5
1275,7
1276,4
1277,6
1278,1
1279,4
1280,5
1281,5
1282,5
1283,1
1284,1
1285,3
1286,5
1287,2
1288,5
1289,5
1290,5
1291,4
1292,5
1293,1
1294,3
1295,5
1296,7
1297,7
1298,5
1299,1
1300,3
1301,5
1302,5
1303,6
1304,4
1305,5
1306,5
1307,5
1308,3
1309,5
1310,5
1311,5
1312,1
1313,6
1314,1
1315,5
1316,5
1317,5
1318,1
1319,5
1320,2
1321,5
1322,5
1323,4
1324,1
1325,5
1326,5
1327,5
1328,5
1329,1
1330,5
1331,5
1332,6
1333,6
1334,6
1335,5
1336,5
1337,5
1338,5
1339,5
1340,5
1341,5
1342,5
1343,7
1344,5
1345,5
1346,1
1347,2
1348,5
1349,5
1350,2
1351,7
1352,7
1353,5
1354,5
1355,7
1356,5
1357,5
1358,5
1359,6
1360,7
1361,4
1362,6
1363,7
1364,7
1365,5
1366,7
1367,5
1368,6
1369,4
1370,2
1371,6
1372,3
1373,6
1374,6
1375,3
1376,6
1377,6
1378,7
1379,1
1380,5
1381,5
1382,5
1383,5
1384,5
1385,5
1386,6
1387,5
1388,5
1389,7
1390,5
1391,5
1392,4
1393,2
1394,1
1395,5
1396,3
1397,7
1398,6
1399,4
1400,5
1401,5
1402,5
1403,4
1404,2
1405,1
1406,7
1407,5
1408,5
1409,3
1410,5
1411,3
1412,7
1413,5
1414,5
1415,5
1416,5
1417,5
1418,5
1419,5
1420,6
1421,5
1422,5
1423,5
1424,4
1425,5
1426,5
1427,1
1428,4
1429,3
1430,4
1431,4
1432,2
1433,7
1434,2
1435,1
1436,5
1437,6
1438,6
1439,7
1440,5
1441,5
1442,1
1443,5
1444,4
1445,5
1446,5
1447,5
1448,5
1449,7
1450,6
1451,1
1452,5
1453,1
1454,6
1455,5
1456,3
1457,3
1458,6
1459,4
1460,5
1461,7
1462,7
1463,5
1464,7
1465,5
1466,5
1467,5
1468,5
1469,5
1470,3
1471,1
1472,4
1473,6
1474,3
1475,5
1476,5
1477,5
1478,5
1479,7
1480,5
1481,6
1482,5
1483,2
1484,4
1485,6
1486,5
1487,7
1488,4
1489,7
1490,7
1491,7
1492,7
1493,5
1494,6
1495,2
1496,5
1497,6
1498,5
1499,3
1500,5
1501,5
1502,6
1503,6
1504,1
1505,5
1506,6
1507,1
1508,5
1509,7
1510,4
1511,7
1512,7
1513,5
1514,7
1515,5
1516,5
1517,4
1518,5
1519,3
1520,1
1521,5
1522,2
1523,4
1524,3
1525,7
1526,1
1527,2
1528,5
1529,5
1530,6
1531,5
1532,7
1533,5
1534,6
1535,6
1536,3
1537,6
1538,7
1539,4
1540,3
1541,6
1542,1
1543,1
1544,7
1545,1
1546,5
1547,3
1548,2
1549,1
1550,7
1551,5
1552,5
1553,5
1554,5
1555,5
1556,2
1557,5
1558,5
1559,5
1560,5
1561,5
1562,5
1563,5
1564,5
1565,5
1566,5
1567,1
1568,5
1569,1
1570,7
1571,7
1572,5
1573,5
1574,5
1575,7
1576,1
1577,7
1578,3
1579,5
1580,5
1581,7
1582,5
1583,1
1584,6
1585,1
1586,7
1587,7
1588,5
1589,7
1590,5
1591,5
1592,3
1593,5
1594,3
1595,4
1596,5
1597,5
1598,4
1599,7
