Wavelength (nm);Responsivity (A/W);Quantum Efficiency
446;0.11703;0.32533
447;0.11834;0.32824
448;0.11961;0.33101
449;0.12092;0.33391
450;0.12226;0.33686
451;0.12348;0.33947
452;0.12476;0.34222
453;0.12604;0.34496
454;0.12725;0.34751
455;0.12855;0.35028
456;0.12991;0.35321
457;0.13110;0.35566
458;0.13240;0.35841
459;0.13371;0.36116
460;0.13501;0.36389
461;0.13623;0.36637
462;0.13757;0.36918
463;0.13880;0.37169
464;0.14007;0.37427
465;0.14138;0.37697
466;0.14262;0.37945
467;0.14387;0.38196
468;0.14517;0.38460
469;0.14642;0.38708
470;0.14765;0.38950
471;0.14894;0.39206
472;0.15017;0.39446
473;0.15141;0.39689
474;0.15269;0.39939
475;0.15390;0.40171
476;0.15516;0.40414
477;0.15638;0.40648
478;0.15758;0.40872
479;0.15876;0.41094
480;0.16005;0.41341
481;0.16127;0.41569
482;0.16253;0.41808
483;0.16375;0.42033
484;0.16499;0.42264
485;0.16618;0.42482
486;0.16750;0.42731
487;0.16868;0.42945
488;0.16994;0.43175
489;0.17113;0.43389
490;0.17242;0.43627
491;0.17362;0.43841
492;0.17483;0.44058
493;0.17609;0.44285
494;0.17728;0.44493
495;0.17847;0.44702
496;0.17972;0.44924
497;0.18090;0.45128
498;0.18214;0.45347
499;0.18341;0.45571
500;0.18460;0.45776
501;0.18578;0.45977
502;0.18702;0.46191
503;0.18821;0.46392
504;0.18946;0.46608
505;0.19070;0.46819
506;0.19197;0.47037
507;0.19312;0.47226
508;0.19439;0.47444
509;0.19557;0.47637
510;0.19683;0.47851
511;0.19797;0.48034
512;0.19919;0.48236
513;0.20036;0.48423
514;0.20158;0.48624
515;0.20278;0.48819
516;0.20404;0.49028
517;0.20520;0.49209
518;0.20639;0.49401
519;0.20767;0.49611
520;0.20889;0.49805
521;0.21014;0.50008
522;0.21136;0.50202
523;0.21253;0.50383
524;0.21378;0.50583
525;0.21498;0.50770
526;0.21625;0.50972
527;0.21744;0.51156
528;0.21864;0.51342
529;0.21987;0.51533
530;0.22102;0.51703
531;0.22220;0.51882
532;0.22342;0.52068
533;0.22466;0.52259
534;0.22583;0.52434
535;0.22705;0.52618
536;0.22821;0.52788
537;0.22941;0.52966
538;0.23064;0.53152
539;0.23176;0.53312
540;0.23304;0.53505
541;0.23421;0.53675
542;0.23548;0.53867
543;0.23663;0.54030
544;0.23782;0.54203
545;0.23898;0.54367
546;0.24017;0.54538
547;0.24141;0.54719
548;0.24256;0.54878
549;0.24373;0.55044
550;0.24489;0.55205
551;0.24610;0.55377
552;0.24721;0.55526
553;0.24845;0.55702
554;0.24961;0.55863
555;0.25088;0.56045
556;0.25202;0.56198
557;0.25325;0.56373
558;0.25439;0.56524
559;0.25552;0.56674
560;0.25671;0.56836
561;0.25795;0.57009
562;0.25908;0.57155
563;0.26025;0.57313
564;0.26144;0.57472
565;0.26267;0.57640
566;0.26387;0.57801
567;0.26500;0.57947
568;0.26616;0.58097
569;0.26734;0.58253
570;0.26850;0.58402
571;0.27159;0.58972
572;0.27260;0.59088
573;0.27366;0.59213
574;0.27468;0.59331
575;0.27583;0.59476
576;0.27664;0.59547
577;0.27785;0.59704
578;0.27910;0.59868
579;0.28010;0.59979
580;0.28122;0.60115
581;0.28235;0.60253
582;0.28353;0.60401
583;0.28461;0.60527
584;0.28569;0.60652
585;0.28689;0.60803
586;0.28804;0.60943
587;0.28932;0.61110
588;0.29031;0.61213
589;0.29149;0.61358
590;0.29265;0.61499
591;0.29376;0.61628
592;0.29485;0.61752
593;0.29604;0.61896
594;0.29717;0.62027
595;0.29833;0.62165
596;0.29961;0.62326
597;0.30066;0.62441
598;0.30182;0.62578
599;0.30294;0.62704
600;0.30407;0.62834
601;0.30519;0.62961
602;0.30637;0.63099
603;0.30753;0.63231
604;0.30875;0.63378
605;0.30990;0.63509
606;0.31108;0.63645
607;0.31223;0.63775
608;0.31338;0.63905
609;0.31453;0.64034
610;0.31571;0.64169
611;0.31680;0.64284
612;0.31799;0.64420
613;0.31913;0.64546
614;0.32029;0.64675
615;0.32150;0.64815
616;0.32264;0.64939
617;0.32380;0.65066
618;0.32489;0.65181
619;0.32613;0.65322
620;0.32716;0.65423
621;0.32832;0.65550
622;0.32949;0.65679
623;0.33069;0.65811
624;0.33185;0.65936
625;0.33303;0.66064
626;0.33425;0.66202
627;0.33532;0.66307
628;0.33651;0.66436
629;0.33759;0.66543
630;0.33874;0.66665
631;0.33991;0.66788
632;0.34103;0.66901
633;0.34226;0.67038
634;0.34339;0.67152
635;0.34467;0.67298
636;0.34578;0.67408
637;0.34686;0.67512
638;0.34805;0.67638
639;0.34912;0.67740
640;0.35022;0.67847
641;0.35136;0.67961
642;0.35249;0.68074
643;0.35368;0.68197
644;0.35481;0.68308
645;0.35599;0.68429
646;0.35705;0.68528
647;0.35819;0.68639
648;0.35932;0.68750
649;0.36046;0.68862
650;0.36157;0.68969
651;0.36270;0.69078
652;0.36389;0.69198
653;0.36489;0.69281
654;0.36603;0.69392
655;0.36718;0.69503
656;0.36841;0.69630
657;0.36956;0.69741
658;0.37074;0.69856
659;0.37189;0.69967
660;0.37302;0.70074
661;0.37409;0.70169
662;0.37514;0.70260
663;0.37623;0.70357
664;0.37732;0.70454
665;0.37846;0.70561
666;0.37957;0.70662
667;0.38071;0.70767
668;0.38179;0.70862
669;0.38298;0.70977
670;0.38414;0.71085
671;0.38501;0.71140
672;0.38618;0.71250
673;0.38737;0.71364
674;0.38844;0.71455
675;0.38953;0.71549
676;0.39063;0.71644
677;0.39179;0.71752
678;0.39293;0.71854
679;0.39402;0.71947
680;0.39511;0.72039
681;0.39619;0.72130
682;0.39728;0.72224
683;0.39844;0.72328
684;0.39949;0.72412
685;0.40057;0.72502
686;0.40179;0.72617
687;0.40284;0.72702
688;0.40394;0.72793
689;0.40500;0.72878
690;0.40609;0.72969
691;0.40715;0.73054
692;0.40818;0.73133
693;0.40922;0.73214
694;0.41030;0.73300
695;0.41143;0.73397
696;0.41244;0.73470
697;0.41345;0.73546
698;0.41450;0.73626
699;0.41560;0.73716
700;0.41663;0.73793
701;0.41770;0.73877
702;0.41873;0.73954
703;0.41969;0.74018
704;0.42084;0.74116
705;0.42186;0.74190
706;0.42291;0.74269
707;0.42389;0.74337
708;0.42499;0.74424
709;0.42601;0.74498
710;0.42701;0.74567
711;0.42811;0.74654
712;0.42911;0.74724
713;0.43012;0.74794
714;0.43113;0.74865
715;0.43212;0.74932
716;0.43306;0.74989
717;0.43420;0.75082
718;0.43513;0.75138
719;0.43619;0.75216
720;0.43727;0.75297
721;0.43812;0.75339
722;0.43923;0.75425
723;0.44027;0.75500
724;0.44127;0.75567
725;0.44239;0.75654
726;0.44340;0.75723
727;0.44435;0.75781
728;0.44538;0.75852
729;0.44644;0.75929
730;0.44741;0.75989
731;0.44840;0.76054
732;0.44948;0.76132
733;0.45041;0.76185
734;0.45144;0.76255
735;0.45242;0.76318
736;0.45346;0.76389
737;0.45441;0.76444
738;0.45539;0.76506
739;0.45643;0.76577
740;0.45737;0.76631
741;0.45842;0.76703
742;0.45933;0.76752
743;0.46027;0.76805
744;0.46129;0.76873
745;0.46224;0.76926
746;0.46313;0.76972
747;0.46416;0.77039
748;0.46519;0.77107
749;0.46615;0.77163
750;0.46701;0.77203
751;0.46802;0.77267
752;0.46890;0.77309
753;0.46978;0.77350
754;0.47069;0.77398
755;0.47173;0.77466
756;0.47259;0.77506
757;0.47355;0.77560
758;0.47441;0.77598
759;0.47532;0.77644
760;0.47636;0.77713
761;0.47724;0.77753
762;0.47820;0.77808
763;0.47903;0.77840
764;0.47994;0.77886
765;0.48086;0.77933
766;0.48172;0.77970
767;0.48260;0.78012
768;0.48346;0.78048
769;0.48440;0.78099
770;0.48524;0.78133
771;0.48609;0.78168
772;0.48697;0.78209
773;0.48790;0.78255
774;0.48881;0.78300
775;0.48960;0.78327
776;0.49050;0.78368
777;0.49126;0.78389
778;0.49214;0.78429
779;0.49300;0.78465
780;0.49394;0.78514
781;0.49478;0.78547
782;0.49561;0.78578
783;0.49645;0.78610
784;0.49727;0.78640
785;0.49810;0.78671
786;0.49894;0.78703
787;0.49984;0.78744
788;0.50071;0.78782
789;0.50153;0.78811
790;0.50229;0.78831
791;0.50316;0.78868
792;0.50391;0.78884
793;0.50470;0.78909
794;0.50556;0.78944
795;0.50631;0.78962
796;0.50710;0.78985
797;0.50800;0.79026
798;0.50882;0.79054
799;0.50970;0.79092
800;0.51052;0.79121
801;0.51130;0.79142
802;0.51213;0.79173
803;0.51288;0.79190
804;0.51375;0.79225
805;0.51451;0.79244
806;0.51536;0.79277
807;0.51623;0.79311
808;0.51691;0.79318
809;0.51766;0.79335
810;0.51868;0.79393
811;0.51940;0.79405
812;0.52007;0.79410
813;0.52092;0.79441
814;0.52164;0.79453
815;0.52244;0.79477
816;0.52325;0.79503
817;0.52405;0.79527
818;0.52478;0.79540
819;0.52553;0.79557
820;0.52633;0.79581
821;0.52711;0.79602
822;0.52794;0.79630
823;0.52873;0.79653
824;0.52942;0.79659
825;0.53015;0.79673
826;0.53102;0.79707
827;0.53188;0.79740
828;0.53264;0.79757
829;0.53340;0.79774
830;0.53418;0.79795
831;0.53491;0.79808
832;0.53565;0.79823
833;0.53637;0.79833
834;0.53708;0.79844
835;0.53790;0.79870
836;0.53865;0.79886
837;0.53940;0.79901
838;0.54025;0.79931
839;0.54087;0.79928
840;0.54167;0.79951
841;0.54235;0.79955
842;0.54322;0.79989
843;0.54385;0.79987
844;0.54455;0.79994
845;0.54534;0.80016
846;0.54608;0.80030
847;0.54671;0.80027
848;0.54761;0.80065
849;0.54827;0.80067
850;0.54906;0.80087
851;0.54971;0.80089
852;0.55038;0.80091
853;0.55107;0.80099
854;0.55165;0.80088
855;0.55252;0.80122
856;0.55313;0.80117
857;0.55388;0.80130
858;0.55460;0.80142
859;0.55526;0.80143
860;0.55588;0.80141
861;0.55690;0.80194
862;0.55761;0.80202
863;0.55827;0.80204
864;0.55899;0.80214
865;0.55965;0.80217
866;0.56026;0.80212
867;0.56088;0.80208
868;0.56160;0.80218
869;0.56222;0.80215
870;0.56291;0.80221
871;0.56347;0.80208
872;0.56431;0.80236
873;0.56484;0.80219
874;0.56543;0.80211
875;0.56622;0.80232
876;0.56690;0.80236
877;0.56749;0.80228
878;0.56820;0.80237
879;0.56877;0.80225
880;0.56942;0.80226
881;0.57004;0.80222
882;0.57062;0.80214
883;0.57126;0.80212
884;0.57183;0.80201
885;0.57267;0.80229
886;0.57321;0.80213
887;0.57382;0.80208
888;0.57443;0.80203
889;0.57514;0.80212
890;0.57566;0.80194
891;0.57632;0.80197
892;0.57690;0.80186
893;0.57751;0.80182
894;0.57809;0.80172
895;0.57875;0.80175
896;0.57939;0.80173
897;0.58000;0.80169
898;0.58066;0.80170
899;0.58125;0.80163
900;0.58180;0.80148
901;0.58234;0.80134
902;0.58293;0.80126
903;0.58360;0.80130
904;0.58411;0.80111
905;0.58481;0.80119
906;0.58539;0.80109
907;0.58605;0.80111
908;0.58655;0.80091
909;0.58711;0.80079
910;0.58772;0.80074
911;0.58830;0.80066
912;0.58888;0.80057
913;0.58963;0.80071
914;0.59019;0.80060
915;0.59080;0.80054
916;0.59137;0.80044
917;0.59206;0.80051
918;0.59273;0.80054
919;0.59316;0.80024
920;0.59379;0.80022
921;0.59448;0.80028
922;0.59511;0.80027
923;0.59555;0.79998
924;0.59613;0.79990
925;0.59676;0.79989
926;0.59732;0.79976
927;0.59781;0.79956
928;0.59837;0.79945
929;0.59890;0.79929
930;0.59955;0.79930
931;0.60001;0.79906
932;0.60050;0.79885
933;0.60088;0.79849
934;0.60136;0.79827
935;0.60165;0.79780
936;0.60214;0.79760
937;0.60243;0.79713
938;0.60292;0.79693
939;0.60350;0.79685
940;0.60378;0.79638
941;0.60428;0.79619
942;0.60468;0.79587
943;0.60513;0.79561
944;0.60564;0.79544
945;0.60599;0.79506
946;0.60643;0.79479
947;0.60688;0.79454
948;0.60732;0.79428
949;0.60764;0.79386
950;0.60814;0.79368
951;0.60813;0.79283
952;0.60826;0.79217
953;0.60845;0.79159
954;0.60857;0.79091
955;0.60861;0.79013
956;0.60880;0.78955
957;0.60889;0.78885
958;0.60903;0.78820
959;0.60917;0.78756
960;0.60925;0.78685
961;0.60941;0.78624
962;0.60959;0.78565
963;0.60967;0.78494
964;0.60989;0.78440
965;0.61002;0.78376
966;0.61008;0.78303
967;0.61026;0.78245
968;0.61032;0.78172
969;0.61043;0.78105
970;0.61046;0.78028
971;0.60985;0.77870
972;0.60938;0.77729
973;0.60880;0.77576
974;0.60833;0.77437
975;0.60777;0.77285
976;0.60720;0.77135
977;0.60672;0.76995
978;0.60603;0.76828
979;0.60551;0.76684
980;0.60492;0.76531
981;0.60429;0.76374
982;0.60368;0.76219
983;0.60318;0.76078
984;0.60247;0.75911
985;0.60181;0.75752
986;0.60120;0.75597
987;0.60053;0.75437
988;0.59972;0.75259
989;0.59906;0.75100
990;0.59840;0.74941
991;0.59681;0.74668
992;0.59529;0.74402
993;0.59358;0.74113
994;0.59193;0.73834
995;0.59032;0.73558
996;0.58862;0.73272
997;0.58686;0.72980
998;0.58509;0.72688
999;0.58334;0.72397
1000;0.58151;0.72098
1001;0.58285;0.72191
1002;0.58079;0.71865
1003;0.57875;0.71542
1004;0.57634;0.71173
1005;0.57430;0.70850
1006;0.57203;0.70499
1007;0.56986;0.70162
1008;0.56765;0.69822
1009;0.56514;0.69443
1010;0.56198;0.68987
1011;0.55874;0.68521
1012;0.55559;0.68068
1013;0.55242;0.67612
1014;0.54880;0.67104
1015;0.54541;0.66622
1016;0.54181;0.66118
1017;0.53856;0.65657
1018;0.53514;0.65176
1019;0.53158;0.64678
1020;0.52798;0.64178
1021;0.52405;0.63637
1022;0.51979;0.63059
1023;0.51542;0.62467
1024;0.51092;0.61861
1025;0.50622;0.61232
1026;0.50003;0.60425
1027;0.49422;0.59665
1028;0.48961;0.59051
1029;0.48485;0.58420
1030;0.48022;0.57806
1031;0.47540;0.57170
1032;0.47058;0.56535
1033;0.46592;0.55921
1034;0.45987;0.55142
1035;0.45371;0.54351
1036;0.44722;0.53521
1037;0.44109;0.52737
1038;0.43476;0.51930
1039;0.42843;0.51125
1040;0.42218;0.50330
1041;0.41566;0.49506
1042;0.40889;0.48653
1043;0.39868;0.47392
1044;0.39249;0.46611
1045;0.38634;0.45837
1046;0.38003;0.45045
1047;0.37392;0.44279
1048;0.36778;0.43510
1049;0.36164;0.42743
1050;0.35551;0.41978
